X,Y,u_数值解,u_解析解,abs误差
0.23,0.21,11.97453148292728,0.40532270692127337,11.569208776006006
0.24,0.21,12.395257519654653,0.41956374978142447,11.975693769873228
0.25,0.21,12.8037509337077,0.43339073387508675,12.370360199832614
0.26,0.21,13.199608591404768,0.4467900136383116,12.752818577766456
0.27,0.21,13.582439829030156,0.45974836559968757,13.122691463430469
0.28,0.21,13.95186683837214,0.47225300143030946,13.47961383694183
0.29,0.21,14.307525039573946,0.4842915805643154,13.82323345900963
0.3,0.21,14.64906344093012,0.4958522223775356,14.153211218552585
0.31,0.21,14.976144985272962,0.5069235179122333,14.469221467360729
0.32,0.21,15.28844688260724,0.5174945411363698,14.770952341470869
0.33,0.21,15.58566092866494,0.5275548597262777,15.058106068938661
0.34,0.21,15.8674938090657,0.537094545362106,15.330399263703594
0.35000000000000003,0.21,16.13366738878264,0.546104183525872,15.58756320525677
0.36,0.21,16.38391898662813,0.5545748827924551,15.829344103835677
0.37,0.21,16.61800163448833,0.562498283604359,16.05550335088397
0.38,0.21,16.83568432105094,0.5698665665215863,16.265817754529355
0.39,0.21,17.03675221978548,0.5766724599384812,16.460079759846998
0.4,0.21,17.221006900951114,0.5829092472599264,16.638097653691187
0.41000000000000003,0.21,17.388266527422868,0.5885707735298126,16.799695753893054
0.42,0.21,17.538366034142907,0.5936514515052354,16.944714582637673
0.43,0.21,17.671157291019842,0.5981462671704307,17.07301102384941
0.44,0.21,17.78650924911521,0.6020507846850031,17.184458464430207
0.45,0.21,17.884308069972995,0.6053611507615633,17.278946919211432
0.46,0.21,17.964457237964393,0.6080740984684593,17.356383139495932
0.47000000000000003,0.21,18.02687765553713,0.6101869504538425,17.416690705083287
0.48,0.21,18.071507721275168,0.6116976215878911,17.459810099687278
0.49,0.21,18.098303390691868,0.6126046210205813,17.485698769671288
0.5,0.21,18.107238219696605,0.6129070536529764,17.49433116604363
0.51,0.21,18.09830339069187,0.6126046210205813,17.48569876967129
0.52,0.21,18.071507721275168,0.6116976215878911,17.459810099687278
0.53,0.21,18.026877655537135,0.6101869504538425,17.41669070508329
0.54,0.21,17.964457237964393,0.6080740984684593,17.356383139495932
0.55,0.21,17.88430806997299,0.6053611507615633,17.27894691921143
0.56,0.21,17.786509249115213,0.6020507846850031,17.18445846443021
0.5700000000000001,0.21,17.671157291019846,0.5981462671704308,17.073011023849414
0.58,0.21,17.538366034142914,0.5936514515052355,16.94471458263768
0.59,0.21,17.38826652742286,0.5885707735298126,16.799695753893047
0.6,0.21,17.221006900951114,0.5829092472599265,16.638097653691187
0.61,0.21,17.036752219785487,0.5766724599384812,16.460079759847005
0.62,0.21,16.835684321050948,0.5698665665215864,16.265817754529362
0.63,0.21,16.618001634488337,0.5624982836043592,16.055503350883978
0.64,0.21,16.383918986628135,0.554574882792455,15.82934410383568
0.65,0.21,16.133667388782648,0.546104183525872,15.587563205256776
0.66,0.21,15.8674938090657,0.5370945453621059,15.330399263703594
0.67,0.21,15.585660928664932,0.5275548597262777,15.058106068938654
0.68,0.21,15.28844688260723,0.5174945411363697,14.77095234147086
0.6900000000000001,0.21,14.97614498527296,0.5069235179122333,14.469221467360727
0.7000000000000001,0.21,14.649063440930117,0.4958522223775356,14.153211218552581
0.71,0.21,14.307525039573937,0.48429158056431554,13.823233459009622
0.72,0.21,13.951866838372144,0.47225300143030946,13.479613836941834
0.73,0.21,13.582439829030163,0.45974836559968757,13.122691463430476
0.74,0.21,13.199608591404761,0.44679001363831156,12.75281857776645
0.75,0.21,12.803750933707697,0.43339073387508675,12.37036019983261
0.76,0.21,12.395257519654653,0.4195637497814246,11.975693769873228
0.77,0.21,11.974531482927288,0.40532270692127337,11.569208776006015
0.78,0.21,11.541988029328971,0.3906816594845945,11.151306369844377
0.79,0.21,11.098054027026814,0.37565505641757246,10.722398970609241
0.8,0.21,10.643167585284282,0.36025772716325116,10.28290985812103
0.81,0.21,10.177777622100267,0.34450486702666194,9.833272755073605
0.8200000000000001,0.21,9.702343421181226,0.32841202217889426,9.373931399002332
0.8300000000000001,0.21,9.217334178683593,0.31199507431489976,8.905339104368693
0.84,0.21,8.723228540173848,0.2952702249801787,8.427958315193669
0.85,0.21,8.22051412826308,0.27825397958180803,7.942260148681272
0.86,0.21,7.709687061382427,0.2609631310996004,7.448723930282826
0.87,0.21,7.1912514641739875,0.24341474351345788,6.94783672066053
0.88,0.21,6.665718969980721,0.22562613496328596,6.440092835017435
0.89,0.21,6.133608215926083,0.20761486065807838,5.925993355268004
0.9,0.21,5.595444331081826,0.18939869555104746,5.406045635530778
0.91,0.21,5.051758418228963,0.17099561679788902,4.880762801431074
0.92,0.21,4.503087029723495,0.15242378601550233,4.350663243707992
0.93,0.21,3.9499716379839764,0.13370153135866475,3.8162701066253115
0.9400000000000001,0.21,3.3929581011236243,0.11484732943235794,3.2781107716912663
0.9500000000000001,0.21,2.8325961242542608,0.09587978705758751,2.736716337196673
0.96,0.21,2.269438716993734,0.07681762290869822,2.1926210940850357
0.97,0.21,1.7040416477121911,0.05767964904030179,1.6463619986718894
0.98,0.21,1.1369628950557944,0.03848475232205126,1.0984781427337431
0.99,0.21,0.568762097289168,0.019251875799579057,0.549510221489589
1.0,0.21,0.0,7.505946614309526e-17,7.505946614309526e-17
0.0,0.22,0.0,0.0,0.0
0.01,0.22,0.5915131880292602,0.020021971372615407,0.5714912166566448
0.02,0.22,1.1824426239561885,0.04002418347676794,1.1424184404794206
0.03,0.22,1.7722051317712997,0.059986896544007136,1.7122182352272926
0.04,0.22,2.3602186870822717,0.0798904097866632,2.2803282772956086
0.05,0.22,2.945902991501747,0.09971508084014587,2.8461879106616013
0.06,0.22,3.5286800453317895,0.1194413451475869,3.4092387001842024
0.07,0.22,4.107974717979794,0.13904973526769568,3.9689249827120987
0.08,0.22,4.683215315542953,0.1585209000867732,4.52469441545618
0.09,0.22,5.253834145001106,0.17783562391592525,5.075998521085181
0.1,0.22,5.819268074461229,0.19697484545462735,5.622293229006602
0.11,0.22,6.378959088900608,0.21591967660192704,6.163039412298681
0.12,0.22,6.9323548408603,0.2346514210967191,6.697703419763581
0.13,0.22,7.478909195545409,0.2531515929686981,7.225757602576711
0.14,0.22,8.018082769794166,0.27140193478177926,7.746680835012387
0.15,0.22,8.549343464383998,0.28938443565198335,8.259959028732014
0.16,0.22,9.072166989149226,0.30708134902200535,8.76508564012722
0.17,0.22,9.586037380392161,0.32447521017492315,9.261562170217239
0.18,0.22,10.090447510076965,0.3415488534697652,9.7488986566072
0.19,0.22,10.584899586303825,0.3582854292819253,10.2266141570219
0.2,0.22,11.068905644569405,0.37466842063170835,10.694237223937696
0.21,0.22,11.541988029328973,0.3906816594845944,11.151306369844379
0.22,0.22,12.003679865384692,0.4063093427071376,11.597370522677554
0.23,0.22,12.453525518635109,0.42153604766275027,12.03198947097236
0.24,0.22,12.891081045730997,0.4363467474319836,12.454734298299014
0.25,0.22,13.315914632193822,0.45072682564228284,12.865187806551539
0.26,0.22,13.727607018564537,0.4646620908925822,13.262944927671954
0.27,0.22,14.125751914161981,0.4781387907585047,13.647613123403476
0.28,0.22,14.50995639804286,0.4911436253643443,14.018812772678515
0.29,0.22,14.87984130676714,0.5036637605084378,14.376177546258702
0.3,0.22,15.235041608586645,0.5156868403289722,14.719354768257674
0.31,0.22,15.575206763687344,0.5272009994977286,15.048005764189616
0.32,0.22,15.900001070129788,0.5381948749297288,15.361806195200058
0.33,0.22,16.209103995146407,0.5486576169972281,15.660446378149178
0.34,0.22,16.50221049146865,0.558578900236988,15.94363159123166
0.35000000000000003,0.22,16.779031298371834,0.5679489335402618,16.211082364831572
0.36,0.22,17.03929322714052,0.5767584698154371,16.46253475732508
0.37,0.22,17.282739430672823,0.5849988151137985,16.697740615559024
0.38,0.22,17.50912965695747,0.5926618372094054,16.916467819748064
0.39,0.22,17.718240486173546,0.5997399736246174,17.118500512548927
0.4,0.22,17.909865551178864,0.6062262390933464,17.30363931208552
0.41000000000000003,0.22,18.083815741169442,0.6121142324546711,17.47170150871477
0.42,0.22,18.239919388309016,0.6173981429700099,17.622521245339005
0.43,0.22,18.37802243714448,0.6220727560576185,17.75594968108686
0.44,0.22,18.497988596640013,0.6261334584387521,17.871855138201262
0.45,0.22,18.599699474679905,0.6295762426904153,17.97012323198949
0.46,0.22,18.68305469490722,0.632397711200204,18.050656983707015
0.47000000000000003,0.22,18.747971995783182,0.634595079519339,18.113376916263842
0.48,0.22,18.794387311769402,0.6361661791105808,18.15822113265882
0.49,0.22,18.82225483655278,0.6371094594883141,18.185145377064465
0.5,0.22,18.83154706825085,0.6374239897486896,18.19412307850216
0.51,0.22,18.82225483655278,0.6371094594883141,18.185145377064465
0.52,0.22,18.794387311769402,0.6361661791105808,18.15822113265882
0.53,0.22,18.747971995783185,0.634595079519339,18.113376916263846
0.54,0.22,18.683054694907213,0.6323977112002039,18.050656983707007
0.55,0.22,18.5996994746799,0.6295762426904153,17.970123231989483
0.56,0.22,18.497988596640013,0.6261334584387521,17.871855138201262
0.5700000000000001,0.22,18.378022437144484,0.6220727560576186,17.755949681086864
0.58,0.22,18.239919388309012,0.61739814297001,17.622521245339
0.59,0.22,18.083815741169442,0.6121142324546711,17.47170150871477
0.6,0.22,17.90986555117886,0.6062262390933465,17.303639312085515
0.61,0.22,17.71824048617355,0.5997399736246174,17.11850051254893
0.62,0.22,17.509129656957473,0.5926618372094055,16.916467819748068
0.63,0.22,17.282739430672827,0.5849988151137986,16.697740615559027
0.64,0.22,17.039293227140526,0.5767584698154371,16.462534757325088
0.65,0.22,16.779031298371837,0.5679489335402618,16.211082364831576
0.66,0.22,16.502210491468652,0.5585789002369879,15.943631591231664
0.67,0.22,16.209103995146403,0.5486576169972281,15.660446378149175
0.68,0.22,15.900001070129786,0.5381948749297287,15.361806195200057
0.6900000000000001,0.22,15.575206763687348,0.5272009994977286,15.04800576418962
0.7000000000000001,0.22,15.235041608586647,0.5156868403289722,14.719354768257675
0.71,0.22,14.87984130676714,0.5036637605084379,14.376177546258702
0.72,0.22,14.509956398042863,0.4911436253643443,14.018812772678519
0.73,0.22,14.125751914161986,0.4781387907585047,13.647613123403481
0.74,0.22,13.72760701856453,0.46466209089258215,13.262944927671947
0.75,0.22,13.315914632193827,0.45072682564228284,12.865187806551544
0.76,0.22,12.891081045731,0.4363467474319837,12.454734298299016
0.77,0.22,12.453525518635118,0.42153604766275027,12.031989470972368
0.78,0.22,12.003679865384695,0.40630934270713776,11.597370522677558
0.79,0.22,11.541988029328975,0.3906816594845944,11.15130636984438
0.8,0.22,11.068905644569407,0.3746684206317084,10.694237223937698
0.81,0.22,10.584899586303823,0.35828542928192525,10.226614157021897
0.8200000000000001,0.22,10.090447510076967,0.3415488534697652,9.748898656607201
0.8300000000000001,0.22,9.586037380392161,0.324475210174923,9.261562170217239
0.84,0.22,9.072166989149228,0.3070813490220055,8.765085640127221
0.85,0.22,8.549343464383995,0.2893844356519834,8.25995902873201
0.86,0.22,8.018082769794164,0.2714019347817794,7.746680835012385
0.87,0.22,7.478909195545409,0.2531515929686981,7.225757602576711
0.88,0.22,6.932354840860305,0.23465142109671924,6.697703419763585
0.89,0.22,6.378959088900608,0.215919676601927,6.163039412298681
0.9,0.22,5.819268074461234,0.19697484545462743,5.6222932290066066
0.91,0.22,5.253834145001111,0.17783562391592517,5.075998521085186
0.92,0.22,4.683215315542955,0.1585209000867732,4.524694415456182
0.93,0.22,4.107974717979796,0.1390497352676955,3.9689249827121005
0.9400000000000001,0.22,3.5286800453317895,0.11944134514758689,3.4092387001842024
0.9500000000000001,0.22,2.945902991501748,0.09971508084014594,2.846187910661602
0.96,0.22,2.360218687082275,0.07989040978666338,2.2803282772956113
0.97,0.22,1.772205131771305,0.059986896544007164,1.7122182352272979
0.98,0.22,1.1824426239561936,0.040024183476768074,1.1424184404794255
0.99,0.22,0.5915131880292618,0.020021971372615372,0.5714912166566464
1.0,0.22,0.0,7.80619248745468e-17,7.80619248745468e-17
0.0,0.23,0.0,0.0,0.0
0.01,0.23,0.6136805266670212,0.02077230767718885,0.5929082189898324
0.02,0.23,1.2267554247447703,0.04152411559457141,1.185231309150199
0.03,0.23,1.838619663326273,0.06223494422312936,1.7763847191031437
0.04,0.23,2.4486694062793153,0.08288435447545497,2.36578505180386
0.05,0.23,3.0563026081598,0.10345196787666268,2.9528506402831374
0.06,0.23,3.660919608357917,0.12391748667548354,3.5370021216824337
0.07,0.23,4.261923722890765,0.14426071387569522,4.11766300901507
0.08,0.23,4.858721833257407,0.16446157316811863,4.694260260089289
0.09,0.23,5.450724971775218,0.18450012874351146,5.266224843031706
0.1,0.23,6.037348902819891,0.20435660496680488,5.832992297853085
0.11,0.23,6.618014699395446,0.22401140589326804,6.394003293502178
0.12,0.23,7.192149314465297,0.2434451346073393,6.948704179857958
0.13,0.23,7.759186146480478,0.26263861236504044,7.496547534115438
0.14,0.23,8.318565598546979,0.2815728975210813,8.036992701025897
0.15,0.23,8.869735630680308,0.3002293042219765,8.569506326458331
0.16,0.23,9.412152304602316,0.31858942084672803,9.093562883755588
0.17,0.23,9.945280320542606,0.33663512817687063,9.608645192365735
0.18,0.23,10.46859354551476,0.35434861727795425,10.114244928236806
0.19,0.23,10.981575532546108,0.37171240707481146,10.609863125471296
0.2,0.23,11.483720030348511,0.3887093616032687,11.095010668745243
0.21,0.23,11.97453148292728,0.40532270692127337,11.569208776006006
0.22,0.23,12.45352551863511,0.42153604766275027,12.031989470972361
0.23,0.23,12.920229428188405,0.4373333832178478,12.482896044970557
0.24,0.23,13.374182631174273,0.4526991235236085,12.921483507650665
0.25,0.23,13.81493713058782,0.4676181044494791,13.347319026138342
0.26,0.23,14.242057954951036,0.48207560276247585,13.75998235218856
0.27,0.23,14.655123587577231,0.49605735065723894,14.159066236919992
0.28,0.23,15.053726382556981,0.509549549836633,14.544176832720348
0.29,0.23,15.437472967055562,0.5225388851290009,14.914934081926562
0.3,0.23,15.805984629524364,0.5350125376286309,15.270972091895732
0.31,0.23,16.15889769344347,0.5469581973464677,15.611939496097003
0.32,0.23,16.495863876226508,0.5583640753585869,15.937499800867922
0.33,0.23,16.8165506329335,0.569218915440439,16.24733171749306
0.34,0.23,17.120641484452545,0.579512005175384,16.54112947927716
0.35000000000000003,0.23,17.40783632982654,0.589233186526553,16.81860314329999
0.36,0.23,17.67785174241652,0.5983728658616052,17.079478876554916
0.37,0.23,17.930421249609655,0.6069220234204834,17.32349922618917
0.38,0.23,18.16529559579542,0.6148722222168296,17.550423373578592
0.39,0.23,18.38224298835085,0.6222156163642707,17.760027371986578
0.4,0.23,18.581049326391867,0.6289449588193621,17.952104367572506
0.41000000000000003,0.23,18.76151841206501,0.6350536085335438,18.126464803531466
0.42,0.23,18.923472144171008,0.6405355370070542,18.282936607163954
0.43,0.23,19.06675069392919,0.6453853342383312,18.42136535969086
0.44,0.23,19.191212662709166,0.6495982140630308,18.541614448646136
0.45,0.23,19.29673522157423,0.6531700188773929,18.643565202696838
0.46,0.23,19.38321423249869,0.6560972237412951,18.727117008757396
0.47000000000000003,0.23,19.45056435113948,0.6583769398569422,18.792187411282537
0.48,0.23,19.498719111060787,0.6600069174197619,18.838712193641026
0.49,0.23,19.52763098932837,0.6609855478386891,18.86664544148968
0.5,0.23,19.537271453408945,0.6613118653236518,18.875959588085294
0.51,0.23,19.527630989328387,0.6609855478386891,18.8666454414897
0.52,0.23,19.498719111060794,0.6600069174197619,18.838712193641033
0.53,0.23,19.450564351139484,0.6583769398569422,18.79218741128254
0.54,0.23,19.38321423249869,0.656097223741295,18.727117008757396
0.55,0.23,19.296735221574234,0.6531700188773928,18.64356520269684
0.56,0.23,19.191212662709155,0.6495982140630308,18.541614448646126
0.5700000000000001,0.23,19.066750693929187,0.6453853342383313,18.421365359690856
0.58,0.23,18.923472144171008,0.6405355370070543,18.282936607163954
0.59,0.23,18.761518412065016,0.6350536085335438,18.126464803531473
0.6,0.23,18.581049326391867,0.6289449588193621,17.952104367572506
0.61,0.23,18.382242988350846,0.6222156163642707,17.760027371986574
0.62,0.23,18.165295595795428,0.6148722222168296,17.5504233735786
0.63,0.23,17.930421249609658,0.6069220234204835,17.323499226189174
0.64,0.23,17.67785174241652,0.5983728658616051,17.079478876554916
0.65,0.23,17.40783632982652,0.5892331865265531,16.818603143299967
0.66,0.23,17.120641484452538,0.5795120051753839,16.541129479277153
0.67,0.23,16.816550632933506,0.569218915440439,16.24733171749307
0.68,0.23,16.495863876226515,0.5583640753585869,15.93749980086793
0.6900000000000001,0.23,16.15889769344347,0.5469581973464676,15.611939496097003
0.7000000000000001,0.23,15.80598462952437,0.5350125376286309,15.27097209189574
0.71,0.23,15.43747296705557,0.522538885129001,14.91493408192657
0.72,0.23,15.053726382556983,0.509549549836633,14.54417683272035
0.73,0.23,14.65512358757723,0.49605735065723894,14.15906623691999
0.74,0.23,14.24205795495104,0.48207560276247574,13.759982352188564
0.75,0.23,13.814937130587829,0.4676181044494791,13.34731902613835
0.76,0.23,13.374182631174282,0.4526991235236087,12.921483507650674
0.77,0.23,12.920229428188408,0.4373333832178478,12.48289604497056
0.78,0.23,12.453525518635118,0.42153604766275043,12.031989470972368
0.79,0.23,11.974531482927286,0.40532270692127337,11.569208776006013
0.8,0.23,11.48372003034851,0.3887093616032688,11.09501066874524
0.81,0.23,10.981575532546103,0.3717124070748114,10.609863125471291
0.8200000000000001,0.23,10.46859354551475,0.35434861727795425,10.114244928236795
0.8300000000000001,0.23,9.945280320542597,0.33663512817687047,9.608645192365726
0.84,0.23,9.412152304602307,0.3185894208467282,9.09356288375558
0.85,0.23,8.869735630680301,0.3002293042219766,8.569506326458324
0.86,0.23,8.318565598546975,0.2815728975210814,8.036992701025893
0.87,0.23,7.759186146480479,0.26263861236504044,7.496547534115439
0.88,0.23,7.192149314465296,0.24344513460733944,6.948704179857956
0.89,0.23,6.6180146993954505,0.224011405893268,6.394003293502182
0.9,0.23,6.0373489028199,0.20435660496680497,5.832992297853095
0.91,0.23,5.450724971775223,0.18450012874351135,5.266224843031711
0.92,0.23,4.858721833257405,0.16446157316811863,4.694260260089287
0.93,0.23,4.261923722890767,0.14426071387569506,4.117663009015072
0.9400000000000001,0.23,3.6609196083579167,0.12391748667548352,3.537002121682433
0.9500000000000001,0.23,3.0563026081598,0.10345196787666275,2.9528506402831374
0.96,0.23,2.4486694062793193,0.08288435447545515,2.365785051803864
0.97,0.23,1.8386196633262792,0.06223494422312939,1.7763847191031499
0.98,0.23,1.2267554247447758,0.04152411559457155,1.1852313091502042
0.99,0.23,0.6136805266670236,0.020772307677188816,0.5929082189898347
1.0,0.23,0.0,8.098734591067758e-17,8.098734591067758e-17
0.0,0.24,0.0,0.0,0.0
0.01,0.24,0.6352422367155105,0.021502144221956006,0.6137400924935545
0.02,0.24,1.2698575660371076,0.04298306842355027,1.2268744976135573
0.03,0.24,1.9032196992527897,0.06442157352601924,1.8387981257267705
0.04,0.24,2.5347035844038057,0.08579650231312885,2.4489070820906766
0.05,0.24,3.1636860231354897,0.10708676031079266,3.056599262824697
0.06,0.24,3.789546285718776,0.12827133660477094,3.661274949114005
0.07,0.24,4.4116667236355305,0.1493293245759065,4.262337399059624
0.08,0.24,5.029433379123032,0.17023994253243346,4.859193436590598
0.09,0.24,5.6422365910761965,0.1909825542189983,5.451254036857198
0.1,0.24,6.2494715967094425,0.2115366891821521,6.037934907527291
0.11,0.24,6.850539128384584,0.23188206297221714,6.618657065412367
0.12,0.24,7.444846005015626,0.25199859716158934,7.192847407854037
0.13,0.24,8.031805717466863,0.2718664391597224,7.759939278307141
0.14,0.24,8.610839007366623,0.2914659818052378,8.319373025561385
0.15,0.24,9.1813744387653,0.3107778827158258,8.870596556049474
0.16,0.24,9.742848962073685,0.32978308337684187,9.413065878696843
0.17,0.24,10.29470846972492,0.3484628279497591,9.94624564177516
0.18,0.24,10.836408343011747,0.36679868178191694,10.46960966122983
0.19,0.24,11.367413989559452,0.3847725495992975,10.982641439960155
0.2,0.24,11.887201370903984,0.4023666933643766,11.484834677539608
0.21,0.24,12.395257519654649,0.41956374978142447,11.975693769873224
0.22,0.24,12.891081045730992,0.4363467474319836,12.454734298299009
0.23,0.24,13.374182631174275,0.4526991235236085,12.921483507650667
0.24,0.24,13.844085513045222,0.4686047402353432,13.37548077280988
0.25,0.24,14.300325953931507,0.4840479006438016,13.816278053287705
0.26,0.24,14.742453699600524,0.4990133642141358,14.243440335386389
0.27,0.24,15.170032423346044,0.5134863618406041,14.65654606150544
0.28,0.24,15.582640156589934,0.5274526104218956,15.055187546168037
0.29,0.24,15.979869705314206,0.5408983269568259,15.43897137835738
0.3,0.24,16.361329051912396,0.5538102421464964,15.807518809765899
0.31,0.24,16.726641742063535,0.5661756134894891,16.160466128574047
0.32,0.24,17.07544725624718,0.5779822378571778,16.497465018390002
0.33,0.24,17.40740136553266,0.5892184635367428,16.818182901995918
0.34,0.24,17.722176471291373,0.5998732017300042,17.122303269561368
0.35000000000000003,0.24,18.019461928497236,0.6099359374967273,17.40952599100051
0.36,0.24,18.298964352295666,0.6193967401315994,17.679567612164067
0.37,0.24,18.560407907539112,0.6282462729646362,17.932161634574477
0.38,0.24,18.80353458100303,0.6364758025753486,18.167058778427684
0.39,0.24,19.02810443601374,0.6440772074115741,18.384027228602168
0.4,0.24,19.233895849236987,0.6510429858044681,18.582852863432517
0.41000000000000003,0.24,19.420705729393443,0.6573662633717452,18.763339466021698
0.42,0.24,19.58834971768519,0.6630407998018651,18.925308917883324
0.43,0.24,19.736662369735697,0.6680609950124664,19.06860137472323
0.44,0.24,19.865497318863408,0.6724218946769719,19.193075424186436
0.45,0.24,19.97472742052795,0.6761191951139105,19.298608225414043
0.46,0.24,20.064244877806495,0.6791492475341312,19.385095630272364
0.47000000000000003,0.24,20.133961347776296,0.681509061641718,19.452452286134577
0.48,0.24,20.183808028698444,0.6831963085850505,19.500611720113394
0.49,0.24,20.21373572791697,0.6842093232550996,19.52952640466187
0.5,0.24,20.223714910405896,0.6845471059286886,19.539167804477206
0.51,0.24,20.213735727916973,0.6842093232550996,19.529526404661873
0.52,0.24,20.183808028698465,0.6831963085850505,19.500611720113415
0.53,0.24,20.133961347776303,0.681509061641718,19.452452286134584
0.54,0.24,20.0642448778065,0.6791492475341311,19.38509563027237
0.55,0.24,19.97472742052794,0.6761191951139104,19.298608225414032
0.56,0.24,19.865497318863394,0.6724218946769719,19.19307542418642
0.5700000000000001,0.24,19.736662369735694,0.6680609950124665,19.068601374723226
0.58,0.24,19.588349717685183,0.6630407998018651,18.925308917883317
0.59,0.24,19.42070572939343,0.6573662633717452,18.763339466021684
0.6,0.24,19.233895849236998,0.6510429858044681,18.582852863432528
0.61,0.24,19.028104436013745,0.6440772074115741,18.38402722860217
0.62,0.24,18.803534581003035,0.6364758025753487,18.167058778427688
0.63,0.24,18.560407907539123,0.6282462729646363,17.932161634574488
0.64,0.24,18.298964352295656,0.6193967401315993,17.679567612164057
0.65,0.24,18.019461928497236,0.6099359374967274,17.40952599100051
0.66,0.24,17.72217647129137,0.599873201730004,17.122303269561364
0.67,0.24,17.407401365532653,0.5892184635367428,16.81818290199591
0.68,0.24,17.075447256247188,0.5779822378571777,16.49746501839001
0.6900000000000001,0.24,16.72664174206353,0.566175613489489,16.160466128574043
0.7000000000000001,0.24,16.361329051912392,0.5538102421464964,15.807518809765895
0.71,0.24,15.979869705314211,0.540898326956826,15.438971378357385
0.72,0.24,15.582640156589928,0.5274526104218956,15.055187546168032
0.73,0.24,15.17003242334605,0.5134863618406041,14.656546061505447
0.74,0.24,14.742453699600528,0.49901336421413567,14.243440335386392
0.75,0.24,14.3003259539315,0.4840479006438016,13.816278053287698
0.76,0.24,13.844085513045233,0.4686047402353434,13.375480772809889
0.77,0.24,13.37418263117428,0.4526991235236085,12.921483507650672
0.78,0.24,12.891081045730997,0.4363467474319837,12.454734298299014
0.79,0.24,12.39525751965465,0.41956374978142447,11.975693769873226
0.8,0.24,11.887201370903977,0.40236669336437664,11.4848346775396
0.81,0.24,11.367413989559449,0.38477254959929746,10.982641439960151
0.8200000000000001,0.24,10.83640834301173,0.36679868178191694,10.469609661229812
0.8300000000000001,0.24,10.294708469724892,0.3484628279497589,9.946245641775134
0.84,0.24,9.742848962073676,0.32978308337684203,9.413065878696834
0.85,0.24,9.18137443876529,0.31077788271582585,8.870596556049465
0.86,0.24,8.610839007366618,0.2914659818052379,8.31937302556138
0.87,0.24,8.031805717466861,0.2718664391597224,7.759939278307139
0.88,0.24,7.444846005015627,0.25199859716158945,7.192847407854037
0.89,0.24,6.850539128384589,0.2318820629722171,6.618657065412371
0.9,0.24,6.249471596709446,0.21153668918215215,6.037934907527294
0.91,0.24,5.642236591076195,0.19098255421899818,5.451254036857197
0.92,0.24,5.029433379123034,0.1702399425324335,4.8591934365906
0.93,0.24,4.411666723635532,0.14932932457590634,4.262337399059626
0.9400000000000001,0.24,3.789546285718776,0.1282713366047709,3.661274949114005
0.9500000000000001,0.24,3.16368602313549,0.10708676031079273,3.0565992628246974
0.96,0.24,2.5347035844038075,0.08579650231312905,2.4489070820906784
0.97,0.24,1.9032196992527952,0.06442157352601927,1.838798125726776
0.98,0.24,1.2698575660371125,0.042983068423550416,1.2268744976135622
0.99,0.24,0.6352422367155117,0.02150214422195597,0.6137400924935558
1.0,0.24,0.0,8.383284221411526e-17,8.383284221411526e-17
0.0,0.25,0.0,0.0,0.0
0.01,0.25,0.6561770393700861,0.022210760746361424,0.6339662786237247
0.02,0.25,1.3117065112235282,0.044399602153403835,1.2673069090701243
0.03,0.25,1.9659414871146388,0.06654462651354975,1.899396860601089
0.04,0.25,2.6182363161089595,0.08862397936135695,2.5296123367476024
0.05,0.25,3.2679472619627807,0.11061587104123716,3.1573313909215437
0.06,0.25,3.914433138413103,0.1324985982112156,3.7819345402018874
0.07,0.25,4.557055941951047,0.15425056526150924,4.402805376689538
0.08,0.25,5.195181481454319,0.1758503056267862,5.019331175827532
0.09,0.25,5.828180004057255,0.19727650297107419,5.6309035010861805
0.1,0.25,6.4554268166408875,0.21850801222441052,6.236918804416477
0.11,0.25,7.07630290232961,0.23952388045047346,6.836779021879137
0.12,0.25,7.690195531386153,0.26030336752460026,7.4298921638615525
0.13,0.25,8.29649886590177,0.28082596660178677,8.015672899299982
0.14,0.25,8.894614557685188,0.3010714243544671,8.593543133330721
0.15,0.25,9.48395233876,0.32101976096010304,9.162932577799896
0.16,0.25,10.0639306038879,0.34065128981885695,9.723279314069044
0.17,0.25,10.633976984542826,0.3599466369818882,10.274030347560938
0.18,0.25,11.193528913769612,0.37888676027110246,10.814642153498509
0.19,0.25,11.742034181369622,0.39745296807148206,11.34458121329814
0.2,0.25,12.278951478865588,0.41562693777745346,11.863324541088135
0.21,0.25,12.80375093370769,0.43339073387508675,12.370360199832604
0.22,0.25,13.315914632193822,0.45072682564228284,12.865187806551539
0.23,0.25,13.814937130587815,0.4676181044494791,13.347319026138337
0.24,0.25,14.300325953931502,0.4840479006438016,13.8162780532877
0.25,0.25,14.771602082057939,0.5000000000000001,14.271602082057939
0.26,0.25,15.228300422326495,0.51545865972193,14.712841762604565
0.27,0.25,15.66997026861322,0.5304086239787925,15.139561644634428
0.28,0.25,16.096175746103278,0.5448351389607973,15.55134060714248
0.29,0.25,16.506496241446754,0.558723967439391,15.947772274007363
0.3,0.25,16.90052681785338,0.5720614028176844,16.328465415035694
0.31,0.25,17.277878614716105,0.5848342826572067,16.6930443320589
0.32,0.25,17.638179231369673,0.597030001667645,17.04114922970203
0.33,0.25,17.98107309460508,0.608636524146743,17.372436570458337
0.34,0.25,18.306221809577355,0.6196423958580862,17.68657941371927
0.35000000000000003,0.25,18.613304493760516,0.6300367553350504,17.983267738425464
