X,Y,u_数值解,u_解析解,abs_误差
0.86,0.29,-4.98682285662345,0.3364316413959128,5.323254498019362
0.87,0.29,-4.651485447301258,0.31380839643950437,4.9652938437407625
0.88,0.29,-4.311557583422789,0.2908754604823573,4.602433043905146
0.89,0.29,-3.9673747327506055,0.26765546556353376,4.235030198314139
0.9,0.29,-3.6192765622050107,0.24417132701463526,3.8634478892196458
0.91,0.29,-3.2676066026534265,0.2204462208451346,3.488052823498561
0.92,0.29,-2.9127119098873395,0.1965035608704549,3.1092154707577944
0.93,0.29,-2.554942722121105,0.1723669756053581,2.7273096977264633
0.9400000000000001,0.29,-2.1946521143496325,0.1480602849454563,2.3427123992950887
0.9500000000000001,0.29,-1.8321956499055836,0.1236074766598482,1.9558031265654319
0.96,0.29,-1.4679310295601866,0.09903268271808834,1.566963712278275
0.97,0.29,-1.1022177385149838,0.07436015547484605,1.17657789398983
0.98,0.29,-0.7354166916337022,0.049614243735760795,0.785030935369463
0.99,0.29,-0.36788987726406003,0.024819368728108242,0.3927092459921683
1.0,0.29,0.0,9.676608067361264e-17,9.676608067361264e-17
0.0,0.3,0.0,0.0,0.0
0.01,0.3,-0.3766718657750856,0.025411837900422948,0.40208370367550855
0.02,0.3,-0.7529720018957661,0.050798597384846544,0.8037705992806126
0.03,0.3,-1.128529045558943,0.07613522478664028,1.2046642703455832
0.04,0.3,-1.5029723673030118,0.10139671591348672,1.6043690832164985
0.05,0.3,-1.8759324367753618,0.12655814072350038,2.0024905774988624
0.06,0.3,-2.247041187415358,0.15159466792816942,2.3986358553435276
0.07,0.3,-2.6159323796918486,0.1764815894978395,2.792413969189688
0.08,0.3,-2.9822419625363166,0.20119434504555564,3.1834363075818723
0.09,0.3,-3.3456084326159403,0.22570854606519952,3.57131697868114
0.1,0.3,-3.705673191093184,0.24999999999999997,3.955673191093184
0.11,0.3,-4.062080897520648,0.2740447341176663,4.336125631638314
0.12,0.3,-4.414479820520993,0.2978190191685801,4.7122988396895735
0.13,0.3,-4.762522184904169,0.32129939280370057,5.0838215777078695
0.14,0.3,-5.105864514878485,0.34446268272906955,5.450327197607555
0.15,0.3,-5.444167973017744,0.3672860295740685,5.811454002591812
0.16,0.3,-5.777098694651648,0.3897469094508577,6.166845604102505
0.17,0.3,-6.10432811735078,0.41182315618273346,6.516151273533514
0.18,0.3,-6.425533305180074,0.43349298317946905,6.8590262883595425
0.19,0.3,-6.740397267399192,0.4547350049380486,7.195132272337241
0.2,0.3,-7.048609271293576,0.4755282581475768,7.524137529441153
0.21,0.3,-7.349865148827922,0.4958522223775356,7.845717371205457
0.22,0.3,-7.643867596822172,0.5156868403289722,8.159554437151144
0.23,0.3,-7.930326470353796,0.5350125376286309,8.465339007982427
0.24,0.3,-8.208959069097777,0.5538102421464964,8.762769311244273
0.25,0.3,-8.479490416318807,0.5720614028176844,9.051551819136492
0.26,0.3,-8.74165353024022,0.5897480079501013,9.33140153819032
0.27,0.3,-8.995189687521034,0.6068526029998114,9.602042290520846
0.28,0.3,-9.239848678583584,0.6233583077965632,9.863206986380147
0.29,0.3,-9.475389054540443,0.6392488332024804,10.114637887742923
0.3,0.3,-9.701578365476855,0.6545084971874737,10.356086862664329
0.31,0.3,-9.918193389851403,0.6691222403055115,10.587315630156915
0.32,0.3,-10.125020354788557,0.6830756405564747,10.808095995345031
0.33,0.3,-10.321855147045502,0.6963549276189304,11.018210074664433
0.34,0.3,-10.508503514446282,0.7089469964397753,11.217450510886058
0.35000000000000003,0.3,-10.684781257585431,0.7208394201673423,11.405620677752774
0.36,0.3,-10.850514411611048,0.732020462415202,11.58253487402625
0.37,0.3,-11.00553941790928,0.7424790888445594,11.748018506753839
0.38,0.3,-11.149703285516491,0.7522049780538138,11.901908263570306
0.39,0.3,-11.282863742102224,0.7611885317645368,12.044052273866761
0.4,0.3,-11.40488937437297,0.7694208842938134,12.174310258666784
0.41000000000000003,0.3,-11.515659757760929,0.776893911303601,12.29255366906453
0.42,0.3,-11.615065575269254,0.7836002378184705,12.398665813087725
0.43,0.3,-11.703008725356625,0.7895332455038164,12.492541970860442
0.44,0.3,-11.779402418752312,0.794687079197354,12.574089497949666
0.45,0.3,-11.844171264105837,0.7990566526874577,12.643227916793295
0.46,0.3,-11.897251342387666,0.8026376537326376,12.699888996120304
0.47000000000000003,0.3,-11.938590269968596,0.8054265483172016,12.744016818285798
0.48,0.3,-11.96814725031671,0.8074205841389022,12.775567834455611
0.49,0.3,-11.985893114259298,0.8086177933251262,12.794510907584424
0.5,0.3,-11.991810348770803,0.8090169943749475,12.800827343145752
0.51,0.3,-11.98589311425611,0.8086177933251262,12.794510907581236
0.52,0.3,-11.968147250312978,0.8074205841389022,12.77556783445188
0.53,0.3,-11.938590269967364,0.8054265483172016,12.744016818284566
0.54,0.3,-11.897251342389769,0.8026376537326375,12.699888996122406
0.55,0.3,-11.844171264109358,0.7990566526874576,12.643227916796816
0.56,0.3,-11.779402418754207,0.794687079197354,12.574089497951562
0.5700000000000001,0.3,-11.703008725355478,0.7895332455038165,12.492541970859294
0.58,0.3,-11.615065575266566,0.7836002378184707,12.398665813085037
0.59,0.3,-11.515659757759636,0.776893911303601,12.292553669063237
0.6,0.3,-11.404889374374585,0.7694208842938134,12.174310258668399
0.61,0.3,-11.282863742105242,0.7611885317645368,12.044052273869779
0.62,0.3,-11.149703285517697,0.7522049780538139,11.901908263571512
0.63,0.3,-11.005539417906993,0.7424790888445595,11.748018506751553
0.64,0.3,-10.850514411606971,0.7320204624152019,11.582534874022173
0.65,0.3,-10.684781257583222,0.7208394201673423,11.405620677750564
0.66,0.3,-10.508503514448256,0.7089469964397752,11.217450510888032
0.67,0.3,-10.321855147049979,0.6963549276189304,11.01821007466891
0.68,0.3,-10.12502035479209,0.6830756405564747,10.808095995348564
0.6900000000000001,0.3,-9.918193389851176,0.6691222403055114,10.587315630156688
0.7000000000000001,0.3,-9.701578365473166,0.6545084971874737,10.35608686266064
0.71,0.3,-9.47538905453645,0.6392488332024806,10.11463788773893
0.72,0.3,-9.239848678582717,0.6233583077965632,9.86320698637928
0.73,0.3,-8.995189687523837,0.6068526029998114,9.602042290523649
0.74,0.3,-8.74165353024384,0.5897480079501012,9.33140153819394
0.75,0.3,-8.479490416319596,0.5720614028176844,9.05155181913728
0.76,0.3,-8.208959069095098,0.5538102421464967,8.762769311241595
0.77,0.3,-7.930326470350533,0.5350125376286309,8.465339007979164
0.78,0.3,-7.643867596821796,0.5156868403289724,8.159554437150769
0.79,0.3,-7.349865148831004,0.4958522223775356,7.845717371208539
0.8,0.3,-7.048609271297179,0.4755282581475769,7.524137529444756
0.81,0.3,-6.7403972673996595,0.4547350049380485,7.195132272337708
0.8200000000000001,0.3,-6.425533305176513,0.43349298317946905,6.859026288355982
0.8300000000000001,0.3,-6.1043281173459745,0.41182315618273324,6.516151273528708
0.84,0.3,-5.777098694649643,0.38974690945085794,6.1668456041005015
0.85,0.3,-5.4441679730201376,0.3672860295740686,5.811454002594206
0.86,0.3,-5.105864514883024,0.34446268272906966,5.4503271976120935
0.87,0.3,-4.762522184906758,0.32129939280370057,5.0838215777104585
0.88,0.3,-4.414479820519459,0.2978190191685803,4.712298839688039
0.89,0.3,-4.062080897516612,0.2740447341176662,4.336125631634278
0.9,0.3,-3.7056731910904492,0.25000000000000006,3.9556731910904492
0.91,0.3,-3.3456084326168436,0.22570854606519938,3.571316978682043
0.92,0.3,-2.982241962539643,0.20119434504555567,3.1834363075851986
0.93,0.3,-2.6159323796940486,0.17648158949783926,2.792413969191888
0.9400000000000001,0.3,-2.2470411874139886,0.1515946679281694,2.398635855342158
0.9500000000000001,0.3,-1.875932436771404,0.12655814072350047,2.0024905774949047
0.96,0.3,-1.5029723672999948,0.10139671591348694,1.6043690832134818
0.97,0.3,-1.1285290455596464,0.07613522478664032,1.2046642703462866
0.98,0.3,-0.7529720018996112,0.05079859738484671,0.8037705992844579
0.99,0.3,-0.3766718657786096,0.025411837900422903,0.4020837036790325
1.0,0.3,0.0,9.907600726170916e-17,9.907600726170916e-17
0.0,0.31,0.0,0.0,0.0
0.01,0.31,-0.3850821246335986,0.025979228656738254,0.41106135329033683
0.02,0.31,-0.7697842197021777,0.0519328189513026,0.8217170386534803
0.03,0.31,-1.1537266306836491,0.07783515782348721,1.2315617885071364
0.04,0.31,-1.5365304527718873,0.10366068279205255,1.6401911355639398
0.05,0.31,-1.9178179048102804,0.129383907181808,2.0472018119920885
0.06,0.31,-2.2972127021166964,0.15497944527588342,2.4521921473925796
0.07,0.31,-2.674340427831484,0.1804220373683668,2.8547624651998507
0.08,0.31,-3.048828902421526,0.20568657469258408,3.25451547711411
0.09,0.31,-3.4203085509756312,0.23074812420042093,3.651056675176052
0.1,0.31,-3.788412767929589,0.2555819531682305,4.043994721097819
0.11,0.31,-4.152778278861797,0.2801635536050463,4.4329418324668435
0.12,0.31,-4.513045499002359,0.3044686664390096,4.817514165441369
0.13,0.31,-4.8688588881009,0.32847330545814524,5.1973321935590455
0.14,0.31,-5.219867301301675,0.35215378098185646,5.572021082283531
0.15,0.31,-5.565724335679847,0.37548672323977966,5.9412110589196265
0.16,0.31,-5.906088672098123,0.39844910543492684,6.30453777753305
0.17,0.31,-6.240624412047624,0.4210182664683531,6.661642678515977
0.18,0.31,-6.56900140914062,0.4431719333029265,7.012173342443546
0.19,0.31,-6.890895594926512,0.4648882429441257,7.3557838378706375
0.2,0.31,-7.20598929870812,0.4861457640161769,7.692135062724297
0.21,0.31,-7.5139715610429185,0.5069235179122333,8.020895078955151
0.22,0.31,-7.814538440621099,0.5272009994977286,8.341739440118827
0.23,0.31,-8.107393314219067,0.5469581973464677,8.654351511565535
0.24,0.31,-8.392247169432034,0.5661756134894891,8.958422782921524
0.25,0.31,-8.668818889895793,0.5848342826572067,9.253653172553
0.26,0.31,-8.936835532714452,0.6029157909958401,9.539751323710293
0.27,0.31,-9.196032597820812,0.6204022942396663,9.816434892060478
0.28,0.31,-9.446154289004765,0.6372765353211547,10.08343082432592
0.29,0.31,-9.686953766353405,0.6535218614016094,10.340475627755014
0.3,0.31,-9.918193389853485,0.6691222403055115,10.587315630158997
0.31,0.31,-10.139644953914555,0.684062276342339,10.823707230256893
0.32,0.31,-10.351089912580218,0.698327225500256,11.049417138080473
0.33,0.31,-10.552319595205606,0.7119030099966721,11.264222605202278
0.34,0.31,-10.743135412388925,0.7247762321713135,11.467911644560239
0.35000000000000003,0.31,-10.923349051955036,0.7369341877080965,11.660283239663132
0.36,0.31,-11.09278266479772,0.7483648781727545,11.841147542970475
0.37,0.31,-11.251269040396718,0.7590570228538427,12.01032606325056
0.38,0.31,-11.3986517718346,0.769000069895439,12.16765184173004
0.39,0.31,-11.534785410150526,0.7781842067105521,12.312969616861078
0.4,0.31,-11.659535607879496,0.7866003696649597,12.446135977544456
0.41000000000000003,0.31,-11.772779251636711,0.7942402530219217,12.567019504658633
0.42,0.31,-11.874404583616542,0.8010963171389387,12.67550090075548
0.43,0.31,-11.96431131188522,0.80716179590847,12.77147310779369
0.44,0.31,-12.04241070935736,0.8124307034352642,12.854841412792625
0.45,0.31,-12.10862570135794,0.8168978399437156,12.925523541301656
0.46,0.31,-12.162890941684651,0.8205587969094137,12.983449738594064
0.47000000000000003,0.31,-12.2051528770962,0.8234099614098264,13.028562838506026
0.48,0.31,-12.235369800163577,0.825448519689817,13.060818319853393
0.49,0.31,-12.25351189043111,0.8266724599384813,13.08018435036959
0.5,0.31,-12.259561243846314,0.8270805742745618,13.086641818120876
0.51,0.31,-12.253511890428744,0.8266724599384813,13.080184350367224
0.52,0.31,-12.235369800160743,0.825448519689817,13.06081831985056
0.53,0.31,-12.205152877095138,0.8234099614098264,13.028562838504964
0.54,0.31,-12.162890941686033,0.8205587969094137,12.983449738595446
0.55,0.31,-12.108625701360449,0.8168978399437155,12.925523541304164
0.56,0.31,-12.042410709358776,0.8124307034352642,12.854841412794041
0.5700000000000001,0.31,-11.96431131188448,0.80716179590847,12.77147310779295
0.58,0.31,-11.87440458361462,0.8010963171389387,12.675500900753558
0.59,0.31,-11.772779251635654,0.7942402530219217,12.567019504657576
0.6,0.31,-11.659535607880462,0.7866003696649598,12.446135977545422
0.61,0.31,-11.534785410152427,0.7781842067105521,12.31296961686298
0.62,0.31,-11.39865177183519,0.769000069895439,12.16765184173063
0.63,0.31,-11.251269040394863,0.7590570228538428,12.010326063248707
0.64,0.31,-11.092782664794644,0.7483648781727544,11.841147542967398
0.65,0.31,-10.923349051953396,0.7369341877080966,11.660283239661492
0.66,0.31,-10.74313541239036,0.7247762321713133,11.467911644561674
0.67,0.31,-10.552319595208859,0.7119030099966721,11.26422260520553
0.68,0.31,-10.351089912582669,0.6983272255002559,11.049417138082925
0.6900000000000001,0.31,-10.13964495391416,0.6840622763423388,10.823707230256499
0.7000000000000001,0.31,-9.918193389850607,0.6691222403055115,10.58731563015612
0.71,0.31,-9.686953766350502,0.6535218614016096,10.340475627752111
0.72,0.31,-9.446154289004335,0.6372765353211547,10.08343082432549
0.73,0.31,-9.196032597823127,0.6204022942396663,9.816434892062793
0.74,0.31,-8.936835532717216,0.60291579099584,9.539751323713057
0.75,0.31,-8.668818889896343,0.5848342826572067,9.25365317255355
0.76,0.31,-8.392247169429915,0.5661756134894893,8.958422782919405
0.77,0.31,-8.107393314216452,0.5469581973464677,8.65435151156292
0.78,0.31,-7.814538440620673,0.5272009994977288,8.341739440118403
0.79,0.31,-7.51397156104516,0.5069235179122333,8.020895078957393
0.8,0.31,-7.205989298710875,0.486145764016177,7.692135062727052
0.81,0.31,-6.890895594927089,0.4648882429441256,7.355783837871215
0.8200000000000001,0.31,-6.569001409138439,0.4431719333029265,7.012173342441365
0.8300000000000001,0.31,-6.240624412044714,0.4210182664683529,6.661642678513068
0.84,0.31,-5.906088672097253,0.39844910543492706,6.30453777753218
0.85,0.31,-5.565724335681896,0.3754867232397797,5.941211058921676
0.86,0.31,-5.219867301304756,0.35215378098185657,5.5720210822866125
0.87,0.31,-4.868858888102169,0.32847330545814524,5.197332193560314
0.88,0.31,-4.513045499000656,0.30446866643900977,4.817514165439666
0.89,0.31,-4.152778278858737,0.28016355360504624,4.432941832463783
0.9,0.31,-3.7884127679280173,0.2555819531682306,4.043994721096248
0.91,0.31,-3.4203085509769933,0.2307481242004208,3.651056675177414
0.92,0.31,-3.0488289024245816,0.2056865746925841,3.254515477117166
0.93,0.31,-2.6743404278334983,0.1804220373683666,2.854762465201865
0.9400000000000001,0.31,-2.2972127021159423,0.15497944527588342,2.4521921473918256
0.9500000000000001,0.31,-1.9178179048075585,0.12938390718180812,2.0472018119893667
0.96,0.31,-1.536530452769706,0.10366068279205279,1.6401911355617587
0.97,0.31,-1.1537266306839258,0.07783515782348725,1.231561788507413
0.98,0.31,-0.7697842197045571,0.051932818951302764,0.8217170386558599
0.99,0.31,-0.3850821246358282,0.02597922865673821,0.4110613532925664
1.0,0.31,0.0,1.0128815779222969e-16,1.0128815779222969e-16
0.0,0.32,0.0,0.0,0.0
0.01,0.32,-0.3931123539268539,0.026520981050879647,0.41963333497773353
0.02,0.32,-0.7858367534209924,0.05301578909537893,0.8388525425163713
0.03,0.32,-1.1777856269145182,0.07945827695671484,1.257243903871233
0.04,0.32,-1.568572168190505,0.10582234909180854,1.6743945172823134
0.05,0.32,-1.9578107181132145,0.13208198734443563,2.08989270545765
0.06,0.32,-2.3451171452266384,0.15821127662200532,2.503328421848644
0.07,0.32,-2.730109224846417,0.18418443047062807,2.9142936553170453
0.08,0.32,-3.112407016270433,0.20997581652323205,3.3223828327936653
0.09,0.32,-3.491633237734716,0.23555998179561516,3.7271932195303314
0.1,0.32,-3.867413638744241,0.2609116778054672,4.1283253165497085
0.11,0.32,-4.239377369411919,0.2860058854895739,4.5253832549014925
0.12,0.32,-4.6071573464425,0.31081783989461137,4.917975186337112
0.13,0.32,-4.9703906154002135,0.3353230546171655,5.305713670017379
0.14,0.32,-5.3287187089020165,0.35949734596885546,5.688216054870872
0.15,0.32,-5.681788000381727,0.3833168568427146,6.0651048572244415
0.16,0.32,-6.029250053076011,0.40675808025727517,6.436008133333287
0.17,0.32,-6.3707619638886595,0.4297978825551198,6.800559846443779
0.18,0.32,-6.705986701794558,0.4524135262330098,7.158400228027568
0.19,0.32,-7.034593440449303,0.4745826923810547,7.5091761328303575
0.2,0.32,-7.35625788467501,0.4962835027087824,7.852541387383792
0.21,0.32,-7.670662590500548,0.5174945411363698,8.188157131636919
0.22,0.32,-7.977497278439817,0.5381948749297288,8.515692153369546
0.23,0.32,-8.27645913969998,0.5583640753585869,8.834823215058567
0.24,0.32,-8.567253135017618,0.5779822378571778,9.145235372874795
0.25,0.32,-8.84959228582745,0.597030001667645,9.446622287495096
0.26,0.32,-9.123197957475536,0.6154885689467717,9.738686526422308
0.27,0.32,-9.387800134197475,0.6333397233171836,10.021139857514658
0.28,0.32,-9.643137685590617,0.6505658478447126,10.293703533435329
0.29,0.32,-9.888958624318402,0.6671499424241857,10.556108566742587
0.3,0.32,-10.125020354791825,0.6830756405564747,10.8080959953483
0.31,0.32,-10.351089912582719,0.698327225500256,11.049417138082974
0.32,0.32,-10.566944194331642,0.7128896457825363,11.279833840114177
0.33,0.32,-10.77237017792362,0.7267485300526392,11.499118707976258
0.34,0.32,-10.967165132714603,0.7398902012649935,11.707055333979596
0.35000000000000003,0.32,-11.151136819601975,0.7523016901767255,11.9034385097787
0.36,0.32,-11.324103680741416,0.7639707481467373,12.088074428888154
0.37,0.32,-11.485895018723205,0.7748858592236342,12.26078087794684
0.38,0.32,-11.636351165030206,0.7850362515105809,12.421387416540787
0.39,0.32,-11.775323637611102,0.7944119077958619,12.569735545406964
0.4,0.32,-11.902675287413885,0.8030035754386604,12.705678862852546
0.41000000000000003,0.32,-12.01828043373532,0.8108027755002974,12.829083209235618
0.42,0.32,-12.122024988253045,0.8178018111119211,12.939826799364967
0.43,0.32,-12.213806567617253,0.8239937750703864,13.037800342687639
0.44,0.32,-12.293534594490442,0.8293725566548314,13.122907151145274
0.45,0.32,-12.36113038693569,0.8339328476572204,13.19506323459291
0.46,0.32,-12.416527236066312,0.8376701476209044,13.254197383687217
0.47000000000000003,0.32,-12.459670471879729,0.8405807682820291,13.300251240161758
0.48,0.32,-12.490517517210883,0.8426618372094055,13.333179354420288
0.49,0.32,-12.509037929750836,0.8439113006392528,13.352949230390088
0.5,0.32,-12.515213432089194,0.8443279255020151,13.359541357591208
0.51,0.32,-12.509037929750981,0.8439113006392528,13.352949230390234
0.52,0.32,-12.490517517211039,0.8426618372094055,13.333179354420444
0.53,0.32,-12.459670471879729,0.8405807682820291,13.300251240161758
0.54,0.32,-12.416527236066193,0.8376701476209043,13.254197383687098
0.55,0.32,-12.361130386935573,0.8339328476572203,13.195063234592793
0.56,0.32,-12.293534594490346,0.8293725566548314,13.122907151145178
0.5700000000000001,0.32,-12.213806567617091,0.8239937750703865,13.037800342687477
0.58,0.32,-12.122024988252715,0.8178018111119212,12.939826799364637
0.59,0.32,-12.018280433734986,0.8108027755002974,12.829083209235284
0.6,0.32,-11.902675287413746,0.8030035754386605,12.705678862852407
0.61,0.32,-11.775323637611248,0.7944119077958619,12.56973554540711
0.62,0.32,-11.636351165030426,0.785036251510581,12.421387416541007
0.63,0.32,-11.485895018723298,0.7748858592236343,12.260780877946932
0.64,0.32,-11.32410368074131,0.7639707481467372,12.088074428888048
0.65,0.32,-11.151136819601762,0.7523016901767257,11.903438509778487
0.66,0.32,-10.96716513271442,0.7398902012649933,11.707055333979413
0.67,0.32,-10.77237017792336,0.7267485300526392,11.499118707975999
0.68,0.32,-10.566944194331343,0.7128896457825362,11.279833840113879
0.6900000000000001,0.32,-10.351089912582449,0.6983272255002559,11.049417138082704
0.7000000000000001,0.32,-10.12502035479166,0.6830756405564747,10.808095995348134
0.71,0.32,-9.888958624318441,0.6671499424241858,10.556108566742626
0.72,0.32,-9.643137685590968,0.6505658478447126,10.29370353343568
0.73,0.32,-9.387800134198033,0.6333397233171836,10.021139857515216
0.74,0.32,-9.123197957475998,0.6154885689467716,9.73868652642277
0.75,0.32,-8.849592285827423,0.597030001667645,9.44662228749507
0.76,0.32,-8.567253135017058,0.5779822378571781,9.145235372874236
0.77,0.32,-8.276459139699298,0.5583640753585869,8.834823215057884
0.78,0.32,-7.977497278439501,0.5381948749297291,8.51569215336923
0.79,0.32,-7.670662590500741,0.5174945411363698,8.18815713163711
0.8,0.32,-7.356257884675459,0.49628350270878246,7.852541387384242
0.81,0.32,-7.034593440449726,0.4745826923810546,7.50917613283078
0.8200000000000001,0.32,-6.705986701795,0.4524135262330098,7.15840022802801
0.8300000000000001,0.32,-6.370761963889251,0.42979788255511964,6.80055984644437
0.84,0.32,-6.029250053076732,0.4067580802572754,6.436008133334007
0.85,0.32,-5.681788000382211,0.3833168568427147,6.0651048572249255
0.86,0.32,-5.328718708901849,0.35949734596885563,5.688216054870704
0.87,0.32,-4.97039061539938,0.3353230546171655,5.305713670016546
0.88,0.32,-4.607157346441582,0.31081783989461154,4.917975186336194
0.89,0.32,-4.239377369411624,0.28600588548957384,4.525383254901198
0.9,0.32,-3.8674136387447984,0.2609116778054673,4.128325316550265
0.91,0.32,-3.4916332377357406,0.23555998179561502,3.7271932195313555
0.92,0.32,-3.1124070162713235,0.20997581652323208,3.3223828327945557
0.93,0.32,-2.730109224846893,0.18418443047062788,2.9142936553175205
0.9400000000000001,0.32,-2.3451171452268373,0.15821127662200532,2.5033284218488427
0.9500000000000001,0.32,-1.9578107181133553,0.13208198734443571,2.089892705457791
0.96,0.32,-1.5685721681905624,0.10582234909180878,1.6743945172823713
0.97,0.32,-1.1777856269143134,0.07945827695671488,1.2572439038710284
0.98,0.32,-0.7858367534205428,0.0530157890953791,0.8388525425159219
0.99,0.32,-0.39311235392647037,0.0265209810508796,0.41963333497734995
1.0,0.32,0.0,1.0340034913967676e-16,1.0340034913967676e-16
0.0,0.33,0.0,0.0,0.0
0.01,0.33,-0.40075462878809825,0.02703656043864067,0.4277911892267389
0.02,0.33,-0.8011137611399218,0.0540464390562919,0.8551602001962137
0.03,0.33,-1.2006822909279906,0.08100298036370024,1.2816852712916909
0.04,0.33,-1.5990658922555123,0.10787958150909795,1.7069454737646104
0.05,0.33,-1.995871408606716,0.13464971853200589,2.1305211271387217
0.06,0.33,-2.3907072408433887,0.16128697253918023,2.551994213382569
0.07,0.33,-2.783183733666362,0.18776505577687064,2.9709487894432325
0.08,0.33,-3.172913560160084,0.21405783757365915,3.3869713977337432
0.09,0.33,-3.559512104038949,0.24013937012827838,3.799651474167227
0.1,0.33,-3.9425978392167185,0.2659839141169585,4.208581753333677
0.11,0.33,-4.321792706324807,0.29156596409503227,4.6133586704198395
0.12,0.33,-4.696722485809845,0.31686027366772973,5.013582759477575
0.13,0.33,-5.067017167243472,0.3418418804053216,5.408859047648794
0.14,0.33,-5.432311314479646,0.3664861304780238,5.79879744495767
0.15,0.33,-5.792244426297406,0.3907687029863508,6.183013129283757
0.16,0.33,-6.146461292171988,0.41466563396290773,6.561126926134896
0.17,0.33,-6.494612342823468,0.4381533400219318,6.9327656828454005
0.18,0.33,-6.8363539951982215,0.4612086416332481,7.297562636831469
0.19,0.33,-7.171348991543665,0.48380878599766647,7.655157777541332
0.2,0.33,-7.499266732241661,0.5059314695012478,8.005198201742909
0.21,0.33,-7.819783602071421,0.5275548597262777,8.3473384617977
0.22,0.33,-8.132583289579085,0.5486576169972281,8.681240906576313
0.23,0.33,-8.437357099238522,0.569218915440439,9.006576014678961
0.24,0.33,-8.73380425609587,0.5892184635367428,9.323022719632613
0.25,0.33,-9.02163220259781,0.608636524146743,9.630268726744553
0.26,0.33,-9.300556887310705,0.6274539339889884,9.928010821299694
0.27,0.33,-9.570303045245465,0.6456521225518181,10.215955167797283
0.28,0.33,-9.830604469511211,0.6632131304202146,10.493817599931425
0.29,0.33,-10.081204274029105,0.6801196269995778,10.761323901028682
0.3,0.33,-10.321855147047527,0.6963549276189304,11.018210074666458
0.31,0.33,-10.552319595208616,0.7119030099966721,11.264222605205287
0.32,0.33,-10.772370177925751,0.7267485300526392,11.49911870797839
0.33,0.33,-10.981789731840465,0.7408768370508576,11.722666568891322
0.34,0.33,-11.180371585136848,0.7542739880580516,11.9346455731949
0.35000000000000003,0.33,-11.367919761501554,0.766926761703634,12.134846523205187
0.36,0.33,-11.54424917352802,0.7788226712276054,12.323071844755624
0.37,0.33,-11.709185805375105,0.7899499768034755,12.49913578217858
0.38,0.33,-11.862566884499582,0.8002976971240571,12.662864581623639
0.39,0.33,-12.004241042293486,0.8098556202386892,12.814096662532176
0.4,0.33,-12.13406846346724,0.8186143136311996,12.95268277709844
0.41000000000000003,0.33,-12.251921024030858,0.8265651335286599,13.078486157559519
0.42,0.33,-12.357682417736527,0.8337002334317453,13.191382651168272
0.43,0.33,-12.45124827085818,0.8400125718582825,13.291260842716463
0.44,0.33,-12.532526245195058,0.8454959192923425,13.378022164487401
0.45,0.33,-12.601436129198188,0.8501448643320204,13.451580993530207
0.46,0.33,-12.657909917130413,0.8539548190298358,13.511864736160248
0.47000000000000003,0.33,-12.701891876180849,0.8569220234204835,13.558813899601333
0.48,0.33,-12.733338601466889,0.8590435492314649,13.592382150698354
0.49,0.33,-12.75221905886876,0.8603173027729394,13.6125363616417
0.5,0.33,-12.75851461565528,0.8607420270039436,13.619256642659224
0.51,0.33,-12.752219058871354,0.8603173027729394,13.612536361644294
0.52,0.33,-12.733338601469892,0.8590435492314649,13.592382150701358
0.53,0.33,-12.701891876181875,0.8569220234204835,13.55881389960236
0.54,0.33,-12.657909917128837,0.8539548190298357,13.511864736158673
0.55,0.33,-12.601436129195598,0.8501448643320203,13.451580993527617
0.56,0.33,-12.532526245193676,0.8454959192923425,13.378022164486019
0.5700000000000001,0.33,-12.451248270858873,0.8400125718582826,13.291260842717156
0.58,0.33,-12.357682417738111,0.8337002334317454,13.191382651169857
0.59,0.33,-12.25192102403146,0.8265651335286599,13.078486157560121
0.6,0.33,-12.134068463466129,0.8186143136311997,12.952682777097328
0.61,0.33,-12.004241042291829,0.8098556202386892,12.814096662530519
0.62,0.33,-11.862566884499357,0.8002976971240572,12.662864581623413
0.63,0.33,-11.709185805377105,0.7899499768034756,12.49913578218058
0.64,0.33,-11.5442491735309,0.7788226712276053,12.323071844758505
0.65,0.33,-11.367919761502892,0.7669267617036342,12.134846523206527
0.66,0.33,-11.18037158513529,0.7542739880580513,11.934645573193341
0.67,0.33,-10.981789731836963,0.7408768370508576,11.72266656888782
0.68,0.33,-10.772370177923055,0.7267485300526391,11.499118707975693
0.6900000000000001,0.33,-10.55231959520881,0.711903009996672,11.26422260520548
0.7000000000000001,0.33,-10.321855147050247,0.6963549276189304,11.018210074669177
0.71,0.33,-10.081204274031935,0.6801196269995781,10.761323901031513
0.72,0.33,-9.830604469511872,0.6632131304202146,10.493817599932086
0.73,0.33,-9.5703030452438,0.6456521225518181,10.215955167795618
0.74,0.33,-9.300556887308584,0.6274539339889883,9.928010821297573
0.75,0.33,-9.0216322025973,0.608636524146743,9.630268726744042
0.76,0.33,-8.733804256097283,0.589218463536743,9.323022719634025
0.77,0.33,-8.437357099240256,0.569218915440439,9.006576014680695
0.78,0.33,-8.132583289579223,0.5486576169972283,8.681240906576452
0.79,0.33,-7.819783602069573,0.5275548597262777,8.34733846179585
0.8,0.33,-7.499266732239446,0.5059314695012478,8.005198201740694
0.81,0.33,-7.171348991543313,0.48380878599766636,7.65515777754098
0.8200000000000001,0.33,-6.83635399520046,0.4612086416332481,7.297562636833708
0.8300000000000001,0.33,-6.494612342826702,0.4381533400219316,6.9327656828486335
0.84,0.33,-6.146461292173634,0.41466563396290795,6.561126926136542
